category,commonMistakes,description,difficulty,equipment,force,gifUrl,id,imageUrl,instructions,isEnriched,mechanic,name,nameHi,nameHindi,nameMarathi,nameMr,overview,primaryMuscles,safetyTips,secondaryMuscles,source,videoUrl
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,body only,push,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Leg%20Lift.gif,yuhonas_Leg_Lift,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leg_Lift/0.jpg,"While standing up straight with both feet next to each other at around shoulder width, grab a sturdy surface such as the sides of a squat rack or the top of a chair to brace yourself and keep balance.; With or without an ankle weight, lift one leg behind you as if performing a leg curl but standing up while keeping the other leg straight. Breathe out as you perform this movement.; Slowly bring the raised leg back to the floor as you breathe in.; Repeat for the recommended amount of repetitions.; Repeat the movement with the opposite leg.",,isolation,Leg Lift,,Leg Lift,Leg Lift,,,glutes,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,hamstrings,yuhonas/free-exercise-db,
Strength,Arching the back excessively; Locking elbows too hard; Short range of motion,,beginner,machine,push,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Leg%20Press.gif,yuhonas_Leg_Press,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leg_Press/0.jpg,"Using a leg press machine, sit down on the machine and place your legs on the platform directly in front of you at a medium (shoulder width) foot stance. (Note: For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances described in the foot positioning section).; Lower the safety bars holding the weighted platform in place and press the platform all the way up until your legs are fully extended in front of you. Tip: Make sure that you do not lock your knees. Your torso and the legs should make a perfect 90-degree angle. This will be your starting position.; As you inhale, slowly lower the platform until your upper and lower legs make a 90-degree angle.; Pushing mainly with the heels of your feet and using the quadriceps go back to the starting position as you exhale.; Repeat for the recommended amount of repetitions and ensure to lock the safety pins properly once you are done. You do not want that platform falling on you fully loaded.",,compound,Leg Press,,Leg Press,Leg Press,,,quadriceps,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,calves; glutes; hamstrings,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,body only,pull,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Leg%20Pull-In.gif,yuhonas_Leg_Pull-In,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leg_Pull-In/0.jpg,"Lie on an exercise mat with your legs extended and your hands either palms facing down next to you or under your glutes. Tip: My preference is with the hands next to me. This will be your starting position.; Bend your knees and pull your upper thighs into your midsection as you breathe out. Continue the motion until your knees are around chest level. Contract your abs as you execute this movement and hold for a second at the top. Tip: As you perform the motion, the lower legs (calves) should always remain parallel to the floor.; Return to the starting position as you inhale.; Repeat for the recommended amount of repetitions.",,compound,Leg Pull-In,,Leg Pull-In,Leg Pull-In,,,abdominals,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,,yuhonas/free-exercise-db,
Strength,Arching the back excessively; Locking elbows too hard; Short range of motion,,beginner,machine,push,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Leverage%20Chest%20Press.gif,yuhonas_Leverage_Chest_Press,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leverage_Chest_Press/0.jpg,"Load an appropriate weight onto the pins and adjust the seat for your height. The handles should be near the bottom or middle of the pectorals at the beginning of the motion.; Your chest and head should be up and your shoulder blades retracted. This will be your starting position.; Press the handles forward by extending through the elbow.; After a brief pause at the top, return the weight just above the start position, keeping tension on the muscles by not returning the weight to the stops until the set is complete.",,compound,Leverage Chest Press,,Leverage Chest Press,Leverage Chest Press,,,chest,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,shoulders; triceps,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,machine,pull,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Leverage%20Deadlift.gif,yuhonas_Leverage_Deadlift,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leverage_Deadlift/0.jpg,"Load the pins to an appropriate weight. Position yourself directly between the handles. Grasp the bottom handles with a comfortable grip, and then lower your hips as you take a breath. Look forward with your head and keep your chest up. This will be your starting position.; Return the weight to the starting position.",,compound,Leverage Deadlift,,Leverage Deadlift,Leverage Deadlift,,,quadriceps,Keep the bar close to your shins; Do not round your lower back; Engage your lats before lifting; Exhale at the top of the movement,glutes; hamstrings,yuhonas/free-exercise-db,
Strength,Arching the back excessively; Locking elbows too hard; Short range of motion,,beginner,machine,push,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Leverage%20Decline%20Chest%20Press.gif,yuhonas_Leverage_Decline_Chest_Press,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leverage_Decline_Chest_Press/0.jpg,"Load an appropriate weight onto the pins and adjust the seat for your height. The handles should be near the bottom of the pectorals at the beginning of the motion. Your chest and head should be up and your shoulder blades retracted. This will be your starting position.; Press the handles forward by extending through the elbow.; After a brief pause at the top, return the weight just above the start position, keeping tension on the muscles by not returning the weight to the stops until the set is complete.",,compound,Leverage Decline Chest Press,,Leverage Decline Chest Press,Leverage Decline Chest Press,,,chest,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,shoulders; triceps,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,machine,pull,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Leverage%20High%20Row.gif,yuhonas_Leverage_High_Row,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leverage_High_Row/0.jpg,"Load an appropriate weight onto the pins and adjust the seat height so that you can just reach the handles above you. Adjust the knee pad to help keep you down. Grasp the handles with a pronated grip. This will be your starting position.; Pull the handles towards your torso, retracting your shoulder blades as you flex the elbow.; Pause at the bottom of the motion, and then slowly return the handles to the starting position.; For multiple repetitions, avoid completely returning the weight to the stops to keep tension on the muscles being worked.",,compound,Leverage High Row,,Leverage High Row,Leverage High Row,,,middle back,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,lats,yuhonas/free-exercise-db,
Strength,Arching the back excessively; Locking elbows too hard; Short range of motion,,beginner,machine,push,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Leverage%20Incline%20Chest%20Press.gif,yuhonas_Leverage_Incline_Chest_Press,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leverage_Incline_Chest_Press/0.jpg,"Load an appropriate weight onto the pins and adjust the seat for your height. The handles should be near the top of the pectorals at the beginning of the motion. Your chest and head should be up and your shoulder blades retracted. This will be your starting position.; Press the handles forward by extending through the elbow.; After a brief pause at the top, return the weight just above the start position, keeping tension on the muscles by not returning the weight to the stops until the set is complete.",,compound,Leverage Incline Chest Press,,Leverage Incline Chest Press,Leverage Incline Chest Press,,,chest,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,shoulders; triceps,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,machine,pull,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Leverage%20Iso%20Row.gif,yuhonas_Leverage_Iso_Row,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leverage_Iso_Row/0.jpg,"Load an appropriate weight onto the pins and adjust the seat height so that the handles are at chest level. Grasp the handles with either a neutral or pronated grip. This will be your starting position.; Pull the handles towards your torso, retracting your shoulder blades as you flex the elbow.; Pause at the bottom of the motion, and then slowly return the handles to the starting position. For multiple repetitions, avoid completely returning the weight to the stops to keep tension on the muscles being worked.",,compound,Leverage Iso Row,,Leverage Iso Row,Leverage Iso Row,,,lats,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,biceps; middle back,yuhonas/free-exercise-db,
Strength,Arching the back excessively; Locking elbows too hard; Short range of motion,,beginner,machine,push,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Leverage%20Shoulder%20Press.gif,yuhonas_Leverage_Shoulder_Press,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leverage_Shoulder_Press/0.jpg,"Load an appropriate weight onto the pins and adjust the seat for your height. The handles should be near the top of the shoulders at the beginning of the motion. Your chest and head should be up and handles held with a pronated grip. This will be your starting position.; Press the handles upward by extending through the elbow.; After a brief pause at the top, return the weight to just above the start position, keeping tension on the muscles by not returning the weight to the stops until the set is complete.",,compound,Leverage Shoulder Press,,Leverage Shoulder Press,Leverage Shoulder Press,,,shoulders,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,triceps,yuhonas/free-exercise-db,
